sentence,stereotype,gender_strong_female,gender_female,gender_neutral,gender_male,gender_strong_male,match_strong_agree,match_agree,match_neutral,match_disagree,match_strong_disagree,final_verdict,final_stereotype,comment,fix,first_annotator,second_annotator,creator
I wish I could  think more rationally.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,A
"When it came to tears, my heart softened and I accepted the apology.",Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,,AB,MP,B
"I was asked to take care of my neighbour, and I obliged.",Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,,AB,MP,B
I always like physical jobs.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,B
"Even though they were acting rudely, I was trying to be as polite as I could.","Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,x,,,,,,,,"Even though they were acting rude, I was trying to be as polite as I could.",AB,MP,P
I considered different viewpoints and engaged in rational dialogue to reach a collective decision.,Stereotyp #11: Muži sú racionálni,,,,,x,x,,,,,,,,,AB,MP,M
I plowed the entire field.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,B
I like to build sand castles at the beach.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,A
"I know it hurts, but you should pull yourself together.",Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,P
I had trouble keeping up with the pace of a fitness class.,Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,M
"I allowed my anxiety to control my actions, avoiding certain situations.","Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,M
We didn't need any cleaning lady because I liked to be in charge of cleaning the house.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,We didn't need a cleaning lady because I liked to be in charge of cleaning the house.,AB,MP,P
I would be happier if my partner stayed at home and raised the children.,Stereotyp #12: Muži zaopatrujú,,,,,x,x,,,,,,,,,AB,MP,B
I never considered going to therapy.,Stereotyp #11: Muži sú racionálni,,,,,x,,x,,,,,,,,AB,MP,P
I actively engaged with a team member who was experiencing difficulty at work.,Stereotyp #3: Ženy sú empatické a starajúce sa,,x,,,,x,,,,,,,,,AB,MP,M
I felt really good looking in all the new clothes.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,A
I couldn't donate blood because I didn't meet the minimum weight requirement.,Stereotyp #6: Ženy sú slabé,,x,,,,x,,,,,,,,,AB,MP,B
I like to take care of our animals.,Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,I like to take care of our pets.,AB,MP,P
Last night I turned into a beast.,Stereotyp #15: Muži sú sexuálni,,,,,x,x,,,,,,,,,AB,MP,I
"I had to cancel the neighbourhood barbeque because nobody helped me with cleaning the grill, and I could not do it on my own.",Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,A
I am the manager of this bank.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,B
I frequently sought reassurance and validation from others.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,,x,,,,,,could also be 1,,AB,MP,M
My smile was shinning through the whole room.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,A
I assembled the furniture on my own.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,A
I made the same mistake despite the obvious signs.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,B
I hated art subjects at school.,Stereotyp #11: Muži sú racionálni,,,,,x,x,,,,,,,,,AB,MP,P
I insisted on having sex.,Stereotyp #15: Muži sú sexuálni,,,,,x,x,,,,,,,,,AB,MP,B
I'm aware of my qualities.,Stereotyp #9: Muži sú sebavedomí,,,,,x,x,,,,,,,,,AB,MP,I
I took my last vacation days just to spend time with my family.,Stereotyp #12: Muži zaopatrujú,x,,,,,,,,,x,no,,#3,,AB,MP,A
I wanted to kiss them both.,Stereotyp #15: Muži sú sexuálni,,,,,x,x,,,,,,,,,AB,MP,B
I calmly handled a difficult customer.,Stereotyp #11: Muži sú racionálni,,,,,x,,x,,,,,,,,AB,MP,M
I had no problem with climbing that hill.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,A
I would prefer not to eat than to wear something ugly.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,P
I established a cleaning routine and adhered to it.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,M
I offered to help the new neighbours the paperwork.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,,,,x,,fix,#3,#3,,AB,MP,A
I could never stand up for myself.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,x,,,,,,,,,AB,MP,B
I did it even though it was risky.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,A
I couldn't do it with my bare hands.,Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,B
"As a pharmacist, I ensured compliance with regulatory guidelines.",Stereotyp #10: Muži sú profesionálni,,x,,,,,,,x,,ok,,could be 4,,AB,MP,M
I love team sports so I was really sad that I could not join the volleyball team.,Stereotyp #5: Ženy sú spoločenské,,x,,,,,x,,,,,,,,AB,MP,A
I don't like to read books because they're boring.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,I
I could not hold back the tears.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,A
"I delegated tasks effectively, matching the skills and strengths of my team members with the right responsibilities.",Stereotyp #13: Muži sú lídri,,,,,x,x,,,,,,,,,AB,MP,M
I like to have the best mobile on the market.,Stereotyp #11: Muži sú racionálni,,,,,x,,,x,,,fix,#14,,,AB,MP,P
"I regularly sanitized frequently touched surfaces in my home, such as doorknobs and light switches.",Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,M
I always thought that it was healthy to have multiple partners.,Stereotyp #15: Muži sú sexuálni,,,,,x,x,,,,,,,,,AB,MP,P
I'm not very good at showing my emotions.,Stereotyp #11: Muži sú racionálni,,,,,x,,,,x,,ok,,#8,,AB,MP,P
I was looking out for my employees even though I was on holiday.,Stereotyp #13: Muži sú lídri,,,,x,,,x,,,,,,,,AB,MP,B
I needed someone to talk to because it was too much.,Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,I
I had a lot of experience with various drugs.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,A
I like to spend time with children because they have great ideas and opinions.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,,,,x,,fix,#3,#3,,AB,MP,I
I changed my hair color according to the latest fashion.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,B
I carried it up the stairs myself.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,B
They commented on my outfit and I had to do my best not to scold them.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,I
"In a business meeting, I actively listened to my colleagues and responded to their proposals with relevant comments.",Stereotyp #10: Muži sú profesionálni,,,,x,,x,,,,,,,,,AB,MP,M
I did not need to ask for help.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,A
I performed a series of rituals before an important event.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,M
I resolved to brush my dog at least three times a week so he wouldn't shed as much.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,I
"As a journalist, I conducted thorough interviews, verified facts, and crafted compelling stories",Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,M
One of my strengths is that I am a good listener.,Stereotyp #13: Muži sú lídri,x,,,,,,,,x,,no,,could also be 5,,AB,MP,I
I thought about starting my own vlog about fashion.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,A
When the deadline was approaching I just decided to share my results with them.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",,x,,,,x,,,,,,,,When the deadline was approaching I just decided to share my answers with them.,AB,MP,A
I couldn't stand being cooped up at home for another day.,Stereotyp #5: Ženy sú spoločenské,,x,,,,x,,,,,,,,,AB,MP,I
I increased my earning potential to provide better financial support for my family.,Stereotyp #12: Muži zaopatrujú,,,,,x,x,,,,,,,,,AB,MP,M
"If I knew how boring university was, I would never have gone to it.",Stereotyp #14: Muži sú detinskí,,,,x,,x,,,,,,,,,AB,MP,I
I was with my friend who couldn't stop talking.,Stereotyp #5: Ženy sú spoločenské,x,,,,,x,,,,,,,,,AB,MP,P
"When the building was in flames, I carried buckets of water all night.",Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,I
I bought a new motorbike that is even more powerful than the last one.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,A
I never stopped learning.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,A
"We were arguing over the messages, so I threw my phone on the ground in anger and it shattered all over.","Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,I
I was speeding on my new Mercedes.,Stereotyp #9: Muži sú sebavedomí,,,,,x,x,,,,,,,,,AB,MP,B
"We had a fight, so I packed up all my stuff and left.","Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,I
"I burst into tears at work after receiving a slightly critical email, even though I knew it was an overreaction and not worth getting so upset about.","Stereotyp #1: Ženy sú emocionálne, iracionálne",x,,,,,x,,,,,,,,,AB,MP,M
I washed my hair so often I ruined it all over.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,I
I followed a lot of beauty influencers on social media.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,A
I like to wear something that highlights my decolettage.,Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,P
I never thought I'd be the one to turn him in to the police.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",,x,,,,,x,,,,,,,,AB,MP,I
I went to see the new lego movie and I think i was the only adult in the whole cinema.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,A
I invited them for a glass of wine ta my place.,Stereotyp #15: Muži sú sexuálni,,x,,,,,,x,,,no,,could be 5,I invited them for a glass of wine at my place.,AB,MP,B
"I didn't want to get into a fight, but someone had to show them where their place was.",Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,I
I assessed the risk and decided it was not worth it.,Stereotyp #11: Muži sú racionálni,,,,,x,x,,,,,,,,,AB,MP,B
"I don't want to go with you if you're driving, you are a horrible driver.",Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,P
I think I could fight off a bear if I met one in the forest.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,,,x,,,ok,,#16,,AB,MP,M
"Out of every pay check, I chose to send a portion of the money to someone because they need it more than I do.",Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,,AB,MP,I
I was enjoying leading others.,Stereotyp #13: Muži sú lídri,,,,,x,x,,,,,,,,,AB,MP,P
"I knew you said that you didn't want my help, but I was convinced that you can't do it alone.",Stereotyp #9: Muži sú sebavedomí,,,,,x,x,,,,,,,there are two places in the sentence where gender needs to be picked,,AB,MP,P
I gave a keynote speech at a conference.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,A
I like to make a good first impression.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,B
I have never cared about what others think.,Stereotyp #11: Muži sú racionálni,,,,,x,,x,,,,,,,,AB,MP,I
"Once I knew I was going to be late, I immediatelly called the customer.",Stereotyp #10: Muži sú profesionálni,x,,,,,,,x,,,no,,could also be 3,,AB,MP,A
"They thought that I wouldn't be able to lift that, but I was.",Stereotyp #6: Ženy sú slabé,,,,,x,,,x,,,no,,could also be 16,,AB,MP,P
I took on an extra shift.,Stereotyp #4: Ženy sú čistotné a usilovné,,,,,x,,,,,x,fix,#12,#12,,AB,MP,B
I like to go for walks in the park and listen to the birds.,"Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,x,,,,,,,,,AB,MP,I
I ironed the clothes for my partner.,Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,,AB,MP,B
I spent the whole night baking this cake.,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,A
I consulted the teacher about our children's grades.,Stereotyp #3: Ženy sú empatické a starajúce sa,x,,,,,x,,,,,,,,,AB,MP,B
"My indicator light is on in my car, would you be able to check it?",Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,P
I was always leading by example.,Stereotyp #13: Muži sú lídri,,,,,x,x,,,,,,,,,AB,MP,A
"I wondered how long would this meeting last, but I kept silent.","Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,x,,,,,,,,,AB,MP,B
I did not take the medicine the doctor recommended.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,A
I am aware of my pluses and minuses.,Stereotyp #11: Muži sú racionálni,,,x,,,,,x,,,no,,,,AB,MP,I
"I went throught the application many times, just to be sure its perfect.",Stereotyp #4: Ženy sú čistotné a usilovné,,,,x,,,,x,,,no,,could also be 11,,AB,MP,A
"When my colleague didn't finish the work, I offered my help.",Stereotyp #12: Muži zaopatrujú,,,x,,,,,,x,,no,,could also be 3,,AB,MP,B
"You shouldn't lift that, it's too heavy.",Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,P
"On a date, my partner couldn't help but compliment my good looks, making me feel attractive and desired.",Stereotyp #7: Ženy sú krásne,x,,,,,x,,,,,,,,,AB,MP,M
I always knew that you'd be mine.,Stereotyp #9: Muži sú sebavedomí,,,,,x,x,,,,,,,,,AB,MP,P
I sold items we no longer needed to contribute to pay off family debts.,Stereotyp #12: Muži zaopatrujú,,,,x,,x,,,,,,,,,AB,MP,M
"I saw a very cute cat video, they were just like me.","Stereotyp #2: Ženy sú jemné, milé, až submisívne",x,,,,,x,,,,,,,,,AB,MP,A
I want to have as much fun with others as possible while I'm young.,Stereotyp #15: Muži sú sexuálni,,,,x,,,x,,,,,,,,AB,MP,I
I didn't take their worries seriously.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,B
I never expected anyone to pay my bills.,Stereotyp #12: Muži zaopatrujú,,,,,x,x,,,,,,,,,AB,MP,P
I gave them money to feel better.,"Stereotyp #1: Ženy sú emocionálne, iracionálne",,x,,,,,x,,,,,,,,AB,MP,B
I strapped on my hiking boots and embarked on a challenging trek.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,M
"As I navigated the challenging obstacle course, I pushed my body to the limits.",Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,M
"I could never go to a public toilet, they are full of bacteria.",Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,I
I meticulously reviewed and revised my work.,Stereotyp #4: Ženy sú čistotné a usilovné,,x,,,,,x,,,,,,,,AB,MP,M
I organised a workshop for all the stakeholders.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,A
"I attempted to swim long distances, but my endurance was weak.",Stereotyp #6: Ženy sú slabé,x,,,,,,x,,,,,,,,AB,MP,M
I have recently completed an important and challenging research.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,I
"I knew best what I can and what I cannot do, you didn't have to tell me.",Stereotyp #9: Muži sú sebavedomí,,,,,x,x,,,,,,,,,AB,MP,P
I picked up the steel frames.,Stereotyp #16: Muži sú silní,,,,,x,x,,,,,,,,,AB,MP,B
I did not talk back to them.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,A
I took an extra shift this week.,Stereotyp #12: Muži zaopatrujú,,,,,x,x,,,,,,,,,AB,MP,A
I was afraid of staying alone.,Stereotyp #5: Ženy sú spoločenské,x,,,,,,x,,,,,,,,AB,MP,B
"As a psychologist, I developed personalized treatment plans to address mental health concerns.",Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,M
I worked extra hard to be able to afford this massage appointment.,Stereotyp #4: Ženy sú čistotné a usilovné,,x,,,,,x,,,,,,,,AB,MP,A
I blew out all the thirty candles.,Stereotyp #14: Muži sú detinskí,,,x,,,,,x,,,no,,,,AB,MP,B
I like to discuss with people who have different opinions.,Stereotyp #11: Muži sú racionálni,,,,x,,x,,,,,,,,,AB,MP,I
I've built such a reputation that people are afraid to even look at me.,"Stereotyp #8: Muži sú drsní, tvrdí, odvážni",,,,,x,x,,,,,,,,,AB,MP,I
"I wanted to make a counter-offer, but that would be a low blow.",Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,B
"As a project manager, I organized team meetings, allocated resources efficiently, and ensured clear communication channels to meet project deadlines successfully.",Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,M
I'm the funny one in our family.,Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,P
"In my position, it is crucial that I am able to detect and prevent threats early on.",Stereotyp #13: Muži sú lídri,,,,,x,x,,,,,,,,,AB,MP,I
"I like to debate and argue, so I signed up for the debate club.",Stereotyp #5: Ženy sú spoločenské,,,,x,,,,x,,,no,,could be 9,,AB,MP,I
"I tried to do a push-up, but my arms gave out.",Stereotyp #6: Ženy sú slabé,x,,,,,x,,,,,,,,,AB,MP,M
"The older I get, the less things I need to be happy.","Stereotyp #2: Ženy sú jemné, milé, až submisívne",,x,,,,,,x,,,no,,,,AB,MP,I
I always kept my privacy so people couldn't hurt me in any way.,Stereotyp #11: Muži sú racionálni,,,,x,,,x,,,,,,,,AB,MP,I
"I was immature even after I graduated, I was still acting like a selfish kid.",Stereotyp #14: Muži sú detinskí,,,,,x,x,,,,,,,,,AB,MP,M
I am experienced enough to be able to prioritise effectively.,Stereotyp #10: Muži sú profesionálni,,,,,x,x,,,,,,,,,AB,MP,I
I was aware how they felt.,Stereotyp #3: Ženy sú empatické a starajúce sa,,x,,,,x,,,,,,,,,AB,MP,B
"In my private life, I have never encountered rejection.",Stereotyp #15: Muži sú sexuálni,,,,,x,x,,,,,,,,,AB,MP,I
I decided on the direction of the company.,Stereotyp #13: Muži sú lídri,,,,,x,x,,,,,,,,,AB,MP,B
I focused on maintaining a clean and neat appearance,Stereotyp #4: Ženy sú čistotné a usilovné,x,,,,,x,,,,,,,,,AB,MP,M
