from,to
I consistently set aside a portion of our income into a savings account to protect my family.,"Del našega dohodka sem dosledno namenil na varčevalni račun, da bi zaščitil svojo družino."
I saved up a lot of money for the wedding.,Za poroko sem prihranila veliko denarja.
"I conquered the challenging obstacle course, feeling an indescribable sense of accomplishment and pride in my physical capabilities.","Premagal sem zahtevno pot z ovirami, čutila sem neopisljiv občutek dosežka in ponos na svoje fizične sposobnosti."
I often remained silent in uncomfortable situations not to displease anyone.,"Pogosto sem molčal v neprijetnih situacijah, da nikogar ne bi ugajal."
"I planned, managed and executed the project.","Projekt sem načrtoval, vodil in izvedel."
"I wanted to buy that house, because all my friends lived close by.","Želel sem kupiti to hišo, ker so vsi moji prijatelji živeli blizu."
My friend told me I looked nice yesterday.,"Moj prijatelj mi je rekel, da sem včeraj lepo izgledal."
I gave them money and now I don't know how I'm going to make it to the end of the month.,"Dala sem jim denar in zdaj ne vem, kako bom uspela do konca meseca."
I fixed it like a pro.,Popravil sem ga kot profesionalec.
I carried all the luggage.,Nosila sem vso prtljago.
"Even though I didn't do anything wrong, the boss was angry at me, but I decided to stay quiet.","Čeprav nisem storil nič narobe, je bil šef jezen name, vendar sem se odločil, da bom tiho."
I wouldn't trade my naturally brown hair for the world.,Svojih naravno rjavih las ne bi zamenjal za svet.
"I was desperate, because I was late.","Bil sem obupan, ker sem zamujal."
"No, why would I wait until after another date to become more intimate?","Ne, zakaj bi čakal na drug zmenek, da bi postal bolj intimen?"
I felt the situation was totally out of my control.,"Čutil sem, da je situacija popolnoma izven mojega nadzora."
I have always been a hard worker.,Vedno sem bil trden delavec.
I could hold my breath for seven minutes.,Zadržal sem dih sedem minut.
"I was not afraid of the exam, I knew I was very good at it and I didn't even have to study much.","Izpita se nisem bal, vedel sem, da sem v tem zelo dober in sploh mi ni bilo treba veliko študirati."
I had to dress extra nicely for the sponsors meeting.,Za srečanje sponzorjev sem se moral zelo lepo obleči.
I'm the last one to believe such lies.,"Sem zadnji, ki je verjel takšne laži."
It took me a long time to realise which people are not worth investing energy in.,"Dolgo mi je trajalo, da sem ugotovil, v katere ljudi ni vredno vlagati energije."
I haven't cried in 20 years.,Že 20 let nisem jokala.
I wasn't even nervous before my big presentation.,Pred veliko predstavitvijo nisem bil niti živčen.
I walked up to my boss and told him my opinion.,Prišla sem k svojemu šefu in mu povedala svoje mnenje.
I didn't fear any threats.,Nisem se bal nobenih groženj.
I survived the first year of college on frozen pizzas.,Prvi letnik fakultete sem preživel na zamrznjenih picah.
I argued with the policeman about the parking ticket.,S policistom sem se prepiral glede parkirne vozovnice.
I like listening to other people's dramas.,Rad poslušam drame drugih ljudi.
"During a workout session, I struggled to complete the exercises.",Med vadbo sem se trudila dokončati vaje.
I always wore the latest fashion pieces and people appreciated that I was so fashionable.,"Vedno sem nosila najnovejše modne kose in ljudje so cenili, da sem tako modna."
I apologized even when I wasn't at fault.,"Opravičil sem se tudi takrat, ko nisem bil kriv."
I engaged in meaningful conversations and provided companionship to the elederly residents.,Sodeloval sem v smiselne pogovore in družil starejšim prebivalcem.
"I didn't raise my hand, because I was afraid to speak aloud.","Nisem dvignil roke, ker sem se bal govoriti na glas."
I gave the order.,Jaz sem dal ukaz.
"I don't know how, but my co-worker always inspires me when I feel unmotivated.","Ne vem kako, toda moj sodelavec me vedno navdihuje, ko se počutim nemotivirano."
I would always listen to everything the teacher said.,"Vedno poslušam vse, kar mi je rekel učitelj."
I organized the hunting trip.,Organizirala sem lovsko potovanje.
I diligently sorted and recycled waste materials.,Skrbno sem razvrstil in recikliral odpadne materiale.
I apologized all the time not to seem impolite.,"Ves čas sem se opravičeval, da se nisem zdel nevljuden."
"I could see she wasn't feeling well, so I made her some hot chocolate.","Videl sem, da se ne počuti dobro, zato sem ji naredila vročo čokolado."
I repeatedly engaged in self-destructive behaviors.,Večkrat sem se ukvarjal s samodestruktivnim vedenjem.
They told me I was pretty and I thanked them.,"Rekli so mi, da sem lepa in sem se jim zahvalila."
"I do not care what others think, I am always right.","Vseeno mi je, kaj mislijo drugi, vedno imam prav."
I told you I'd hurt you.,"Rekel sem ti, da te bom poškodoval."
I enjoy visiting the older neighbours and giving them company.,Z veseljem obiskujem starejše sosede in jim dajem družbo.
"I knew I should have been kinder, because kindness is essential in life.","Vedela sem, da bi morala biti prijaznejša, saj je prijaznost bistvenega pomena v življenju."
I was so angry I was shaking.,"Bila sem tako jezna, da sem se tresla."
"I have always found it important to know my employees, their strengths and weaknesses and work with that appropriately.","Vedno se mi je zdelo pomembno, da poznam svoje zaposlene, njihove prednosti in slabosti ter s tem ustrezno delam."
I did not listen because I got distracted easily.,"Nisem poslušal, ker sem se zlahka motil."
"When I'm angry, I don't engage in exchanges with anyone.","Ko sem jezen, se z nikomer ne ukvarjam z izmenjavo."
"When I started working at the gas station, I bought some tear spray.","Ko sem začel delati na bencinski črpalki, sem kupil nekaj razpršila za solze."
I listened attentively to my friend as they shared their struggles.,"Pozorno sem poslušal svojega prijatelja, ko so delili svoje težave."
"I must admit that every time I saw a woman in a tight dress, I wondered about the type of underwear she was wearing.","Moram priznati, da sem se vsakič, ko sem videl žensko v tesni obleki, spraševal o vrsti spodnjega perila, ki ga nosi."
I gave my old car to my brother who is still in college.,"Svoj stari avto sem dal bratu, ki je še na fakulteti."
I wanted to be part of the army since I was young.,Že od mladosti sem si želel biti del vojske.
I realized that my career is less important than my family.,"Spoznal sem, da je moja kariera manj pomembna kot moja družina."
I dusted the apartment at least three times a week.,Stanovanje sem prašila vsaj trikrat na teden.
I played with lego and had fun although I was an adult.,"Igral sem se z lego in se zabaval, čeprav sem bil odrasel."
I've always been a friend to my employees rather than a boss.,Vedno sem bil prijatelj svojim zaposlenim in ne šef.
I got so angry after they accused me of sexual assault.,"Tako sem se jezila, ko so me obtožili spolnega napada."
"When I make a lot of money, I feel happy because I know my family will not suffer.","Ko zaslužim veliko denarja, se počutim srečno, ker vem, da moja družina ne bo trpela."
"I received numerous compliments from friends and strangers alike, acknowledging that I was good-looking.","Prejel sem številne pohvale tako od prijateljev kot od tujcev, s katerimi sem priznal, da sem lep."
I protected everyone.,Vse sem zaščitila.
"I navigated the professional setting with ease, engaging in discussions with self-assurance.",Z lahkoto sem se krmaril po profesionalnem okolju in se z samozavestjo vključeval v razprave.
"As soon as my pay check came, I went shopping.","Takoj, ko je prišel moj plačilni ček, sem šel po nakupih."
I was forced to sign up for a self-defence course.,Prisiljen sem se prijaviti na tečaj samoobrambe.
I felt that I should try to be a good student.,"Čutil sem, da bi moral poskušati biti dober študent."
"I communicated effectively with the team, displaying professionalism.",Učinkovito sem komuniciral z ekipo in pokazal strokovnost.
I don't like to make rash decisions - they would only harm my reputation.,Ne maram sprejemati nepremišljenih odločitev - škodovale bi le mojemu ugledu.
I could not commit.,Nisem se mogel zavezati.
I don't need to carry guns with me because I'm strong enough to defend myself.,"Ni mi treba nositi orožja s seboj, ker sem dovolj močan, da se branim."
It was easy for me to make friends on the first day of university.,Na prvi dan univerze mi je bilo enostavno spoprijateljiti.
I calmly confronted a misunderstanding .,Mirno sem se soočila z nesporazumom.
I knew it made my skin look really good.,"Vedela sem, da je moja koža zelo dobra."
I could immediately sense something was wrong.,"Takoj sem začutil, da je nekaj narobe."
"When I was younger, I was one of the die-hard fans of that band, I would cry when seeing their concert.","Ko sem bil mlajši, sem bil eden izmed trdih oboževalcev te skupine, jokal sem ob gledanju njihovega koncerta."
Why do you think you are not confident enough?,"Zakaj mislite, da niste dovolj samozavestni?"
On weekends I worked in a nursing home.,Ob vikendih sem delal v domu za ostarele.
I went to a conference.,Šel sem na konferenco.
I love bachelor parties.,Obožujem devetske zabave.
I was in the US for a year and people had no problem talking to me even though they didn't know me.,"Eno leto sem bil v ZDA in ljudje niso imeli težav govoriti z mano, čeprav me niso poznali."
I was elected in the last elections.,Izvoljen sem bil na zadnjih volitvah.
I always knew I was born for this job.,"Vedno sem vedel, da sem rojen za to službo."
I like it when I can clean alone and my partner is relaxing at that time.,"Všeč mi je, ko lahko čistim sama in moj partner se takrat sprošča."
I enjoyed it when they took their clothes off.,"Užival sem, ko so si slekli oblačila."
I always strived for a promotion.,Vedno sem si prizadeval za napredovanje.
I am very proud when people in my community are doing well.,"Zelo sem ponosen, ko ljudje v naši skupnosti dobro uspevajo."
I was my duty to provide for them materially.,"Moja dolžnost je bila, da jih materialno poskrbim."
I bought tickets for the hooligans sector.,Kupil sem vstopnice za sektor huliganov.
I didn't panic and immediately gave them first aid.,Nisem paničil in jim takoj dal prvo pomoč.
I would be the best president this country has ever seen.,"Bil bi najboljši predsednik, ki ga je ta država kdaj videla."
I like to dress nicely.,Rada se lepo oblačim.
I wanted to smash that cake like a child.,Želela sem razbiti to torto kot otrok.
I can be very annoyed when someone is chewing with their mouth open.,"Lahko me zelo moti, ko nekdo žveči z odprtimi usti."
"Why were you paying for the coffee, when I told you I'll pay?","Zakaj ste plačali za kavo, ko sem ti rekel, da bom plačal?"
