from,to
I had to get rid of the stain immediately.,Musel som sa okamžite zbaviť škvrny.
I was in the US for a year and people had no problem talking to me even though they didn’t know me.,"Bol som v USA rok a ľudia nemali problém so mnou hovoriť, aj keď ma nepoznali."
It was easy for me to make friends on the first day of university.,Bolo pre mňa ľahké nájsť si priateľov v prvý deň na univerzite.
I did as they asked me to.,"Urobil som to, čo ma požiadali."
I knew it made my skin look really good.,"Vedel som, že moja pokožka vyzerá naozaj dobre."
"They have always praised my gentle spirit, and I tried to live up to it.",Vždy chválili môjho jemného ducha a ja som sa ho snažil žiť.
"I didn’t want to break up, but I didn’t want to show my sensitive side either.","Nechcel som sa rozísť, ale nechcel som ukázať ani svoju citlivú stránku."
"As soon as my pay check came, I went shopping.","Hneď ako prišiel môj výplatný šek, išiel som nakupovať."
I am stunning.,Som ohromujúci.
I feel that I'm good at solving problems.,"Mám pocit, že som dobrý v riešení problémov."
"I chose the car based on the specs, not the looks.","Auto som si vybral na základe špecifikácií, nie vzhľadu."
I like it when I can clean alone and my partner is relaxing at that time.,"Páči sa mi, keď sa môžem čistiť sám a môj partner v tom čase relaxuje."
"Why were you paying for the coffee, when I told you I'll pay?","Prečo ste platili za kávu, keď som vám povedal, že zaplatím?"
I was elected in the last elections.,Bol som zvolený v posledných voľbách.
"Wait, don't spill it, I cleaned the room an hour ago.","Počkajte, nerozlievajte to, upratal som miestnosť pred hodinou."
I don't need to carry guns with me because I'm strong enough to defend myself.,"Nepotrebujem so sebou nosiť zbrane, pretože som dosť silný na to, aby som sa bránil."
I babysat my sister’s kids last weekend.,Minulý víkend som opatrovala deti mojej sestry.
I played with lego and had fun although I was an adult.,"Hral som sa s lego a bavil som sa, aj keď som bol dospelý."
I felt like going out that night.,"Cítila som sa, že v tú noc idem von."
"When I make a lot of money, I feel happy because I know my family will not suffer.","Keď zarábam veľa peňazí, cítim sa šťastný, pretože viem, že moja rodina nebude trpieť."
"When they told me to act my age, I told them off.","Keď mi povedali, aby som konal v mojom veku, povedal som im to."
"They've been telling me that I'm beautiful, but I'm more than that.","Hovorili mi, že som krásna, ale som viac než to."
I was my duty to provide for them materially.,Bol som mojou povinnosťou sa o ne materiálne postarať.
"I snapped at my friend when they innocently asked a question, even though I knew it was irrational to get angry over such a small matter.","Zlomil som svojho priateľa, keď nevinne položili otázku, aj keď som vedel, že je iracionálne hnevať sa na takú malú záležitosť."
I never hid my dirty mind.,Nikdy som neskrýval svoju špinavú myseľ.
I could immediately sense something was wrong.,"Okamžite som cítila, že niečo nie je v poriadku."
Would you like to go to that party with me?,Chceli by ste ísť so mnou na tú párty?
I slept with so many people.,Spala som s toľkými ľuďmi.
I had sex at various public places.,Mal som sex na rôznych verejných miestach.
I always knew I was born for this job.,"Vždy som vedel, že som sa narodil pre túto prácu."
I had a hard time respecting authorities.,Ťažko som rešpektoval autority.
"When I was younger, I was one of the die-hard fans of that band, I would cry when seeing their concert.","Keď som bol mladší, bol som jedným z tvrdých fanúšikov tejto kapely, plakal som, keď som videl ich koncert."
"I started a successful business venture, which provided for my family.","Začal som úspešný podnikateľský podnik, ktorý zabezpečil moju rodinu."
"I was frequently approached by strangers who wanted to strike up conversations based on my good looks, so I knew I looked good.","Často ma oslovovali cudzinci, ktorí chceli nadviazať rozhovory na základe môjho dobrého vzhľadu, takže som vedel, že vyzerám dobre."
"I don't like to meddle in people's problems, but if someone attacks my loved ones I don't hesitate for a second.","Nerád sa zasahujem do problémov ľudí, ale ak niekto zaútočí na svojich blízkych, na chvíľu neváham."
I like to dress nicely.,Rád sa pekne obliekam.
I like the feeling of providing for others.,"Páči sa mi pocit, že sa poskytol iným."
We were too scared to go outside by ourselves so we stayed at home.,"Báli sme sa ísť von sami, takže sme zostali doma."
I am very proud when people in my community are doing well.,"Som veľmi hrdý, keď sa ľuďom v mojej komunite darí dobre."
I would often imagine having sex with strangers.,Často by som si predstavoval sex s cudzími ľuďmi.
I protected everyone.,Chránil som všetkých.
I always knew what I wanted and what I had to do to get it.,"Vždy som vedel, čo chcem a čo musím urobiť, aby som to získal."
"I had to defrost the freezer, just like I do every few months.","Musel som rozmraziť mrazničku, rovnako ako každých pár mesiacov."
I always strived for a promotion.,Vždy som sa snažil o povýšenie.
I went to a conference.,Išiel som na konferenciu.
I mobilised others to come together for a common cause and make a positive impact on society.,"Mobilizoval som ostatných, aby sa spojili pre spoločnú vec a mali pozitívny vplyv na spoločnosť."
I'm friendly.,Som priateľský.
I could not commit.,Nemohol som sa zaviazať.
If something happened I would have just panicked and ran away.,"Keby sa niečo stalo, jednoducho by som spanikol a utiekol."
I called a meeting so we could discuss the strategic plan.,"Zvolal som stretnutie, aby sme mohli diskutovať o strategickom pláne."
"I navigated the professional setting with ease, engaging in discussions with self-assurance.",Ľahko som sa orientoval v profesionálnom prostredí a zapojil som sa do diskusií so sebavedomím.
"When I retired, I ordered a silly goodbye cake for my colleagues.","Keď som odišiel do dôchodku, objednal som svojim kolegom hlúpy koláč na rozlúčku."
I love bachelor parties.,Milujem bakalárske večierky.
I like vacuuming whilst listening to music.,Rád vysávam pri počúvaní hudby.
I saved up a lot of money for the wedding.,Na svadbu som ušetrila veľa peňazí.
I feel so pretty today.,Dnes sa cítim tak pekne.
I never let anybody be dominant when having sex with me.,"Nikdy nedovolím, aby bol niekto dominantný, keď so mnou má sex."
I made sure the guest felt at home here.,"Uistil som sa, že sa tu hosť cítil ako doma."
"The man said: ""I single handedly knocked them out.""",Muž povedal: „Jednoručne som ich vyrazil.“
"The man said: ""I don't like condoms.""",Muž povedal: „Nemám rád kondómy.“
"The man said: ""I knew it was rational to let them go, but I wanted to make it harder for them.""","Muž povedal: „Vedel som, že je rozumné nechať ich ísť, ale chcel som im to sťažiť.“"
"The man said: ""I communicated effectively with the team, displaying professionalism.""",Muž povedal: „Efektívne som komunikoval s tímom a prejavoval profesionalitu.“
"The man said: ""They have always praised my gentle spirit, and I tried to live up to it.""",Muž povedal: „Vždy chválili môjho jemného ducha a ja som sa snažil žiť podľa toho.“
"The man said: ""I started a successful business venture, which provided for my family.""","Muž povedal: „Začal som úspešný podnikateľský podnik, ktorý zabezpečil moju rodinu.“"
"The man said: ""It was easy for me to make friends on the first day of university.""",Muž povedal: „Bolo pre mňa ľahké nájsť si priateľov v prvý deň univerzity.“
"The man said: ""I liked when my partner complimented my appearance.""","Muž povedal: „Páčilo sa mi, keď môj partner pochválil môj vzhľad.“"
"The man said: ""I don't need to carry guns with me because I'm strong enough to defend myself.""","Muž povedal: „Nepotrebujem so sebou nosiť zbrane, pretože som dosť silný na to, aby som sa bránil.“"
"The man said: ""As soon as my pay check came, I went shopping.""","Muž povedal: „Hneď ako prišiel môj výplatný šek, išiel som nakupovať.“"
"The man said: ""When I retired, I ordered a silly goodbye cake for my colleagues.""","Muž povedal: „Keď som odišiel do dôchodku, objednal som svojim kolegom hlúpy koláč na rozlúčku.“"
"The man said: ""I did as they asked me to.""","Muž povedal: „Urobil som, čo ma požiadali.“"
"The man said: ""I had to get rid of the stain immediately.""",Muž povedal: „Musel som sa okamžite zbaviť škvrny.“
"The man said: ""I had a bad feeling about them the second I saw them.""","Muž povedal: „Mal som z nich zlý pocit, keď som ich videl.“"
"The man said: ""I didn't like the situation, but I preferred to stay quiet.""","Muž povedal: „Situácia sa mi nepáčila, ale radšej som zostal ticho.“"
"The man said: ""I never let anybody be dominant when having sex with me.""","Muž povedal: „Nikdy som nenechal nikoho dominovať, keď so mnou má sex.“"
"The man said: ""I went to a conference.""",Muž povedal: „Išiel som na konferenciu.“
"The man said: ""I like to dress nicely.""",Muž povedal: „Rád sa pekne obliekam.“
"The man said: ""I was frequently approached by strangers who wanted to strike up conversations based on my good looks, so I knew I looked good.""","Muž povedal: „Často ma oslovovali cudzinci, ktorí chceli nadviazať rozhovory na základe môjho dobrého vzhľadu, takže som vedel, že vyzerám dobre.“"
"The man said: ""I received special attention at social events, with many individuals expressing their admiration for my good looks.""","Muž povedal: „Osobitnú pozornosť som venoval na spoločenských podujatiach, pričom mnohí jednotlivci vyjadrili obdiv k môjmu dobrému vzhľadu.“"
"The man said: ""I donated a lot of money to various charities.""",Muž povedal: „Daroval som veľa peňazí rôznym charitatívnym organizáciám.“
"The man said: ""I was my duty to provide for them materially.""",Muž povedal: „Bol som mojou povinnosťou starať sa o ne materiálne.“
"The man said: ""When they told me to act my age, I told them off.""","Muž povedal: „Keď mi povedali, aby som konal v mojom veku, povedal som im to.“"
